age_group,education,gender,nationality,electoral_district,unit,EKRE,Eesti 200,Hard to say,Isamaa,Keskerakond,Mitte ükski erakond,Other,Parempoolsed,Reformierakond,Rohelised,SDE,N
45-54,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,2,0,2,0,0,0,0,0,0,4
45-54,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,1,0,1,0,0,0,4,0,0,6
45-54,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,1,0,1,0,1,0,0,3,0,1,8
45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,1,0,0,0,2,0,0,1,0,0,5
45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,1,1,1,2,0,0,1,0,0,6
45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,1,0,0,0,0,0,0,0,1,0,0,2
45-54,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,1,0,0,2,2,0,0,2,0,0,7
45-54,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1,1,0,1,1,1,0,0,0,0,0,5
45-54,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,1,0,0,0,0,1,0,0,3,0,0,5
45-54,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,2,0,6,1,1,4,0,0,1,0,0,15
45-54,Secondary education,Female,Estonian,Tartu linn,Tartu linn,3,3,0,0,0,3,0,0,1,0,1,11
45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,2,1,1,0,0,1,0,0,0,0,0,5
45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,2,0,3,0,0,1,0,0,1,0,0,7
45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,0,2,1,0,0,0,0,0,0,1,5
45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,2,2,0,0,0,0,0,4
45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,1,0,0,0,0,0,0,1
45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,1,1,0,0,0,0,0,2
45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,4,0,2,3,0,0,0,1,0,10
45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,1,0,0,0,0,1,0,0,0,0,0,2
45-54,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,1,4,0,3,3,0,0,1,0,0,13
45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,0,0,1,0,0,0,0,0,0,0,0,1
45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,2,0,0,0,0,0,0,2
45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,0,3,0,4,3,1,0,0,0,0,12
45-54,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,3,0,0,1,0,0,0,0,0,4
45-54,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,0,0,1,0,0,0,0,0,0,0,0,1
45-54,Secondary education,Female,Other,Pärnumaa,Pärnumaa,1,0,0,0,0,1,0,0,0,0,0,2
45-54,Secondary education,Female,Other,Tartu linn,Tartu linn,1,0,1,0,2,1,0,0,0,0,0,5
45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,0,0,0,0,0,0,0,0,0,0,1
45-54,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,0,0,0,0,0,0,0,1,0,2
45-54,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,1,0,1,0,0,0,0,0,2
45-54,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,2,1,0,0,0,0,0,0,2,1,0,6
45-54,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,6,3,6,3,1,5,0,0,11,0,0,35
45-54,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,1,1,0,1,0,2,0,0,2,0,0,7
45-54,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,1,0,0,0,0,0,0,0,1
45-54,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,2,1,1,1,1,1,0,0,2,0,0,9
45-54,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,1,0,1,0,0,0,0,0,0,0,1,3
45-54,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,1,0,0,0,0,2,0,0,2,0,1,6
45-54,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1,2,3,1,1,2,0,0,2,0,0,12
45-54,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1,0,1,1,0,2,0,0,3,0,0,8
45-54,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,2,1,2,0,1,3,0,0,6,0,0,15
45-54,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,2,0,1,2,0,1,0,0,2,0,0,8
45-54,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,0,0,0,1,0,0,0,1,0,0,3
45-54,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,1,0,0,0,0,0,0,0,0,0,0,1
45-54,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,5,1,0,2,0,3,0,0,2,0,2,15
45-54,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,3,0,0,1,0,1,0,0,1,0,0,6
45-54,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,2,3,0,1,1,0,0,0,2,0,0,9
45-54,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,6,2,4,0,1,2,0,0,5,0,1,21
45-54,Secondary education,Male,Estonian,Tartu linn,Tartu linn,1,1,2,1,0,2,0,0,2,0,2,11
45-54,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,2,0,0,0,0,2,1,0,1,0,0,6
45-54,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,1,1,0,0,1,0,0,3,0,0,7
45-54,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,3,2,2,0,0,3,0,0,1,0,0,11
45-54,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,1,0,0,0,0,0,0,0,1,2
45-54,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,2,0,0,0,0,0,2
45-54,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,2,3,0,0,0,0,0,5
45-54,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,0,0,0,0,1,0,0,0,0,0,0,1
45-54,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,2,0,2,1,4,3,0,0,1,1,0,14
45-54,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,0,0,0,1
45-54,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,0,0,0,0,0,0,0,1
45-54,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,2,0,1,0,1,1,0,0,1,0,0,6
45-54,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,0,1,0,0,0,0,0,1
45-54,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,1,0,1,0,0,0,0,2
45-54,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,0,1,0,0,0,1,0,0,0,0,0,2
45-54,Secondary education,Male,Other,Pärnumaa,Pärnumaa,2,0,0,0,1,0,0,0,0,0,0,3
45-54,Secondary education,Male,Other,Tartu linn,Tartu linn,1,0,0,0,0,2,0,0,0,0,0,3
45-54,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,0,1,0,0,0,0,0,1
45-54,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,3,0,0,0,0,4,0,0,1,0,0,8
55-64,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,1,0,0,1,0,0,0,0,0,2
55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,1,0,0,0,0,0,0,1
55-64,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,1,1,0,0,0,0,0,2
55-64,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,2,0,0,0,0,0,0,2
55-64,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,0,0,1,0,0,0,0,0,0,0,2
55-64,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,1,0,0,0,0,0,0,1
55-64,Basic education,Female,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1,0,0,0,0,1,0,0,0,0,0,2
55-64,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,1,0,2,0,0,0,0,0,0,3
55-64,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,2,0,0,0,0,0,0,0,0,0,0,2
55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,1,0,0,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1,0,0,0,0,0,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,1,0,0,0,0,0,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,1,0,0,0,0,0,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,2,1,0,0,2,0,0,0,0,0,0,5
55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,0,0,0,0,0,1,1
55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,1,0,0,2
55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,1,0,0,0,0,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,1,0,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,0,2,0,0,0,0,1,0,0,3
55-64,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,1,0,0,0,0,0,0,0,1,0,0,2
55-64,Basic education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,1,0,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1,0,0,0,0,0,0,0,0,0,0,1
55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,1,0,0,0,0,0,0,0,0,1
55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,1,0,0,1
55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,1,0,1,0,0,2,0,0,8,0,1,13
55-64,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1,1,0,1,0,0,0,0,4,0,2,9
55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,1,1,1,0,4,0,0,9,2,4,22
55-64,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,0,1,0,0,0,1,0,0,0,0,2,4
55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,0,1,0,0,0,0,0,0,0,0,1
55-64,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,1,0,0,2,0,0,3
55-64,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,0,1,0,0,0,0,0,0,2,0,1,4
55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1,0,0,0,0,0,0,0,0,0,1,2
55-64,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,2,1,0,0,0,0,0,0,1,0,1,5
55-64,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,1,3,1,0,0,0,0,0,0,0,5
55-64,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,1,1,0,0,0,0,0,0,0,0,3
55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,1,0,0,2,0,1,4
55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,1,0,0,0,0,0,0,0,0,1,2
55-64,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,1,2,1,0,0,0,2,0,0,6
55-64,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,1,0,0,1,0,0,3,0,0,5
55-64,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,0,1,1,1,0,0,2,0,1,7
55-64,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,1,1,1,1,1,0,0,0,1,0,0,6
55-64,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,1,1,2,0,1,3,0,0,1,0,2,11
55-64,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,1,0,4,0,1,0,0,3,0,1,10
55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,0,0,0,0,1,0,0,1
55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,1,1,0,0,1,0,0,2,0,1,6
55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,1,1,0,0,0,0,0,2
55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,1,1,0,0,0,0,0,2
55-64,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,1,1,0,0,0,0,0,2
55-64,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,1,0,0,1,0,0,0,0,0,0,2
55-64,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,2,4,0,2,4,0,0,1,0,3,16
55-64,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,1,0,0,0,0,0,0,0,1,0,0,2
55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,1,1,0,3,0,0,0,0,0,0,6
55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,4,3,0,0,0,0,1,8
55-64,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,1,0,0,1,0,0,0,0,0,2
55-64,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,0,1,0,0,0,0,0,0,0,0,0,1
55-64,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,1,0,1,1,0,0,1,0,1,5
55-64,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Higher education,Female,Other,Pärnumaa,Pärnumaa,0,0,1,0,1,0,0,0,0,0,0,2
55-64,Higher education,Female,Other,Tartu linn,Tartu linn,0,1,1,0,0,1,1,0,0,0,0,4
55-64,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,1,0,0,0,0,0,0,0,0,0,1
55-64,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,1,0,0,2,0,0,0,0,0,3
55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,1,0,0,0,0,1,0,0,0,0,0,2
55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,1,0,0,0,0,0,1,0,2
55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,0,1,0,1,0,2,0,0,12,0,2,18
55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,0,1,1,0,0,0,0,0,0,0,2
55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,1,0,1,0,0,0,0,0,0,2
55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1,0,0,0,1,0,0,0,3,0,0,5
55-64,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,1,2,1,0,0,0,0,0,0,4
55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1,1,0,1,0,0,0,0,0,0,0,3
55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,2,0,0,0,0,0,0,0,0,2
55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,1,0,0,1,0,0,0,1,0,0,3
55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,1,0,0,2,0,0,3
55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,0,0,0,1,0,0,1
55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,1,0,0,0,0,1,0,0,2
55-64,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,0,1,0,0,0,0,1,2
55-64,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,1,2,0,0,0,0,0,3,0,0,6
55-64,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,1,1,1,1,0,0,0,0,1,0,0,5
55-64,Higher education,Male,Estonian,Tartu linn,Tartu linn,1,0,2,0,0,2,0,0,4,0,0,9
55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,1,0,0,0,0,0,0,1
55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,4,0,0,0,0,0,4
55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,1,0,0,0,0,0,0,1
55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,0,0,0,1,1,0,2
55-64,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,3,1,0,0,1,0,1,6
55-64,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,2,2,0,0,2,3,0,0,0,0,0,9
55-64,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,0,0,0,3,0,0,0,0,1,0,5
55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,1,0,0,0,0,0,0,0,0,1
55-64,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,0,1,0,0,0,0,0,0,0,0,0,1
55-64,Higher education,Male,Other,Pärnumaa,Pärnumaa,0,0,0,0,0,1,0,0,0,1,0,2
55-64,Higher education,Male,Other,Tartu linn,Tartu linn,1,1,1,0,0,0,0,0,2,0,0,5
55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,1,0,0,0,0,0,0,0,1
55-64,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,1,0,0,0,0,0,0,1
55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,3,1,1,0,0,1,0,0,0,0,0,6
55-64,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1,0,0,0,0,0,0,0,1,0,1,3
55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1,3,1,4,1,4,1,0,4,1,1,21
55-64,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,2,0,1,2,0,2,0,0,4,0,0,11
55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,2,2,0,0,1,0,0,1,0,0,6
55-64,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,1,1,1,1,0,0,0,1,0,0,5
55-64,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,2,0,2,0,0,0,0,0,0,4
55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,2,0,0,3,0,0,5,0,0,10
55-64,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1,0,0,3,2,7,0,0,2,0,1,16
55-64,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,1,1,0,0,0,0,1,3
55-64,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,1,4,0,1,4,0,0,3,1,1,16
55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,0,1,0,0,2,0,0,3,0,0,7
55-64,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,1,1,0,1,0,0,2,0,0,5
55-64,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,3,1,1,1,0,2,0,0,4,0,0,12
55-64,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,2,0,0,1,0,0,2,0,1,6
55-64,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,2,0,0,0,0,0,0,0,2,0,0,4
55-64,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,3,2,5,2,2,3,0,0,4,1,0,22
55-64,Secondary education,Female,Estonian,Tartu linn,Tartu linn,0,2,0,1,1,1,0,0,3,0,1,9
55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,1,0,0,0,0,0,0,1,2
55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,2,0,3,0,0,1,0,0,1,0,0,7
55-64,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,4,2,2,0,0,2,0,0,0,0,2,12
55-64,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,2,0,0,0,0,0,0,2
55-64,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,1,0,0,0,1,0,0,0,0,0,0,2
55-64,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,1,0,0,0,0,0,0,0,0,1
55-64,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,2,0,3,0,5,7,2,0,1,0,1,21
55-64,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,0,0,0,1
55-64,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,6,1,0,0,2,1,2,12
55-64,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,1,0,0,0,0,0,0,0,0,1
55-64,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,0,1,0,0,0,0,0,0,0,0,1,2
55-64,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,1,1,0,0,0,0,0,2
55-64,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,0,0,0,0,1,0,0,0,0,0,0,1
55-64,Secondary education,Female,Other,Pärnumaa,Pärnumaa,1,1,0,0,0,0,0,0,0,0,0,2
55-64,Secondary education,Female,Other,Tartu linn,Tartu linn,0,0,0,0,0,3,0,0,0,0,0,3
55-64,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,2,0,0,0,1,0,0,0,0,0,1,4
55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,2,0,1,0,0,0,0,0,0,0,0,3
55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,1,0,0,1,0,0,0,0,0,0,0,2
55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,2,0,1,0,0,0,0,0,0,0,3
55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,7,0,2,1,0,3,0,0,7,0,1,21
55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,2,0,2,1,1,2,0,0,1,0,0,9
55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1,0,1,0,0,0,0,0,0,0,0,2
55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,1,0,0,2,0,0,1,0,0,4
55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,4,1,0,1,0,3,0,0,3,0,0,12
55-64,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,3,0,3,1,0,1,0,0,0,0,0,8
55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,0,4,0,0,1,0,0,5
55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,3,1,3,2,0,5,1,0,3,0,0,18
55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,2,0,0,0,2,0,0,0,1,0,0,5
55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,3,1,0,4,0,3,0,0,2,0,0,13
55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,1,0,1,0,1,0,0,0,0,0,4
