age_group,education,gender,nationality,electoral_district,unit,EKRE,Eesti 200,Hard to say,Isamaa,Keskerakond,Mitte ükski erakond,Other,Parempoolsed,Reformierakond,Rohelised,SDE,N
16-24,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,0,0,0,0,0,0,1,0,0,2
16-24,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,4,0,0,0,0,0,0,0,0,1,5
16-24,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1,0,2,0,0,0,0,0,0,0,1,4
16-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,0,1,0,0,0,0,0,0,0,0,1
16-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,0,0,0,1,0,0,1
16-24,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,2,0,0,0,0,0,0,1,0,0,3
16-24,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,0,0,0,0,0,0,1
16-24,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1,0,0,0,0,0,0,0,0,0,0,1
16-24,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,0,0,0,1
16-24,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,1,0,0,0,1,0,2
16-24,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,2,0,0,1,0,0,3
16-24,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,1,0,0,0,0,0,0,1
16-24,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,2,1,0,0,0,0,0,0,0,0,3
16-24,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,0,1,0,1
16-24,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,1,0,0,1,0,0,1,0,1,0,0,4
16-24,Basic education,Female,Estonian,Tartu linn,Tartu linn,0,1,1,0,0,0,0,0,1,0,0,3
16-24,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,1,0,1,0,2,0,0,0,0,0,5
16-24,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1
16-24,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,2,0,0,0,0,0,0,2
16-24,Basic education,Female,Other,Pärnumaa,Pärnumaa,0,0,0,1,0,0,0,0,0,0,0,1
16-24,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,0,1,0,0,0,0,0,1
16-24,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,3,0,3,0,1,1,0,0,2,1,1,12
16-24,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,0,1,0,0,0,1,0,0,0,0,0,2
16-24,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,2,0,0,0,0,0,0,0,0,0,0,2
16-24,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,0,0,0,0,0,0,1
16-24,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,1,0,0,0,0,0,0,0,0,0,0,1
16-24,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,1,0,0,0,2,0,0,3
16-24,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,0,1,0,0,0,1,0,2
16-24,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,1,0,0,0,0,0,1
16-24,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,1,0,0,0,0,1,2
16-24,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,3,0,0,0,0,1,0,0,0,0,0,4
16-24,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,2,0,0,0,0,1,0,0,0,0,0,3
16-24,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,1,0,0,1
16-24,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,0,0,1,0,0,0,0,0,0,0,0,1
16-24,Basic education,Male,Estonian,Tartu linn,Tartu linn,0,1,2,1,0,0,0,1,2,0,0,7
16-24,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,0,1,1,0,1,0,0,3
16-24,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,2,0,0,0,0,0,2
16-24,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,0,1,0,1,1,0,0,0,0,0,4
16-24,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,1,0,0,0,0,0,0,0,1
16-24,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,1,0,0,0,0,0,1
16-24,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,1,0,0,0,0,0,1
16-24,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,0,1,1,2
16-24,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,1,0,0,0,0,0,0,1,0,1,3
16-24,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,1,0,0,0,0,0,0,0,0,0,1,2
16-24,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,0,0,0,0,0,1,2
16-24,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,1,0,0,0,0,0,0,0,0,0,1
16-24,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,0,0,0,0,3,1,0,4
16-24,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,0,0,0,0,2,0,0,2,0,0,5
16-24,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,0,1,0,0,0,0,0,0,0,0,2
16-24,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,0,1,0,0,3,0,1,5
16-24,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,0,0,0,0,0,2,2
16-24,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,4,1,0,0,0,0,0,3,0,3,11
16-24,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,0,0,0,1,0,0,0,0,0,0,2
16-24,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,1,0,1,1,0,0,0,0,0,3
16-24,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,0,0,1,0,0,1,0,0,0,0,0,2
16-24,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,1,0,1,0,0,0,0,0,0,2
16-24,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,0,0,0,0,1,0,0,1
16-24,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,0,0,0,0,1,1,0,2
16-24,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,1,0,0,0,0,0,0,0,1
16-24,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,0,0,0,1,0,0,1
16-24,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,2,0,0,0,0,1,0,0,0,0,0,3
16-24,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,1,0,0,0,1,0,0,0,1,0,3
16-24,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,1,0,0,0,0,0,0,0,0,1
16-24,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,0,0,0,1,0,0,1
16-24,Higher education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,0,2,0,0,0,0,3,5
16-24,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1,0,0,0,0,1,0,0,0,0,0,2
16-24,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,1,0,0,0,0,0,0,0,1
16-24,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,0,0,0,0,0,0,0,0,0,1
16-24,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,1,0,0,0,0,0,0,1
16-24,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,1,0,0,0,0,0,1,0,0,3
16-24,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,1,4,0,1,0,0,0,1,2,1,10
16-24,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,1,0,0,0,1,0,1,3
16-24,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,2,0,0,0,0,0,4,0,0,6
16-24,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,1,0,0,0,0,0,1
16-24,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,1,0,0,0,1,0,0,1,0,0,3
16-24,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,1,0,0,0,0,0,2
16-24,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,1,0,0,0,0,0,0,0,0,1
16-24,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,2,0,2,0,0,0,1,0,5
16-24,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,2,1,0,0,0,0,0,0,0,0,3
16-24,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,1,3,0,0,2,0,0,2,1,0,10
16-24,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,3,1,0,1,1,1,0,1,1,1,11
16-24,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,0,1,1,0,0,0,0,0,0,1,4
16-24,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,1,0,0,0,0,0,0,0,0,1
16-24,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1,0,1,0,0,2,0,0,1,2,0,7
16-24,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,4,1,0,0,1,0,0,0,0,0,6
16-24,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,3,0,1,1,0,0,2,0,0,7
16-24,Secondary education,Female,Estonian,Tartu linn,Tartu linn,0,10,5,0,0,4,0,0,8,3,2,32
16-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,1,0,0,0,0,0,0,0,0,1
16-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,1,1,0,1,0,0,0,0,0,3
16-24,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,1,0,0,0,0,0,0,0,0,0,1
16-24,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,1,0,0,0,0,1,0,2
16-24,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,1,0,0,2,0,0,0,0,0,3
16-24,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,3,0,3,3,0,0,0,0,0,9
16-24,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,2,1,0,0,0,0,0,3
16-24,Secondary education,Female,Other,Pärnumaa,Pärnumaa,0,0,0,0,2,0,0,0,0,0,0,2
16-24,Secondary education,Female,Other,Tartu linn,Tartu linn,0,0,0,0,0,3,0,0,0,0,0,3
16-24,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,1,1,0,0,0,0,0,2,0,0,4
16-24,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,2,0,0,0,0,0,0,2,0,1,5
16-24,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1,1,0,0,0,0,0,0,1,0,1,4
16-24,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,0,1,2,1,0,3,0,0,3,0,3,13
16-24,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,1,0,0,0,0,0,3,0,1,5
16-24,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,1,0,0,0,0,1,1,0,0,0,0,3
16-24,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,1,0,0,0,0,0,0,0,0,0,1
16-24,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,1,0,0,0,0,3,0,0,0,0,0,4
16-24,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,1,0,0,0,0,0,0,0,1,0,1,3
16-24,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1,0,0,0,0,0,0,0,0,0,0,1
16-24,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,3,0,0,1,0,0,0,0,0,0,0,4
16-24,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,3,0,1,0,0,1,0,0,1,0,0,6
16-24,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,2,2,0,1,0,0,1,0,1,7
16-24,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,0,0,0,1,2,0,0,0,0,0,4
16-24,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,0,0,1,0,1,0,0,0,0,0,3
16-24,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,1,0,2,0,0,2,0,0,2,1,1,9
16-24,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,2,0,0,0,0,0,1,0,0,3
16-24,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,2,0,2,0,0,2,0,0,2,0,0,8
16-24,Secondary education,Male,Estonian,Tartu linn,Tartu linn,2,5,0,1,0,2,0,0,11,2,3,26
16-24,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,1,0,0,1,0,0,0,0,0,2
16-24,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,1,0,0,0,0,3,0,0,4
16-24,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,0,0,0,0,0,0,0,0,0,0,1
16-24,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,0,0,0,0,0,0,1,1
16-24,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,0,1
16-24,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,2,0,0,0,0,1,3
16-24,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,2,1,0,2,1,0,0,0,0,0,7
16-24,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,0,1,2,0,0,0,0,0,0,0,0,3
16-24,Secondary education,Male,Other,Tartu linn,Tartu linn,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,1,0,0,0,0,0,0,1
25-34,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,0,0,0,1,0,0,1
25-34,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,4,0,0,1,0,0,0,0,0,5
25-34,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,1,0,0,0,0,0,0,0,0,0,1
25-34,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3,0,1,0,0,0,0,0,0,0,0,4
25-34,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,1,1,0,0,0,0,0,0,0,2
25-34,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,1,0,0,2,0,0,0,0,0,3
25-34,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,0,0,0,0,0,0,0,0,0,0,1
25-34,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,0,0,0,0,0,0,0,0,0,0,1
25-34,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,0,3,0,0,2,0,0,1,1,0,8
25-34,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,0,0,0,1,0,0,0,0,0,2
25-34,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,1,0,0,1,1,0,0,0,0,0,1,4
25-34,Basic education,Female,Estonian,Tartu linn,Tartu linn,1,1,0,0,0,1,0,0,1,0,0,4
25-34,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,1,0,0,0,0,0,0,1
25-34,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,0,1,0,0,1,0,0,0,0,1,4
25-34,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,0,2,0,0,2,0,0,0,0,0,5
25-34,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,0,0,0,1,0,0,1
25-34,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,0,1,0,0,0,0,1
25-34,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,0,0,1,0,0,0,0,0,0,0,0,1
25-34,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,1,0,0,0,0,0,0,1
25-34,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,1,0,0,0,0,0,0,0,0,0,0,1
25-34,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,1,0,1,0,0,0,0,0,0,0,0,2
25-34,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,1,1,0,2,0,0,1,2,0,7
25-34,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,1,0,0,1,0,0,0,0,0,0,0,2
25-34,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,0,1,0,0,0,1,0,0,1,0,0,3
25-34,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,0,0,0,1,0,0,1
25-34,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,2,0,1,5,0,0,1,0,0,9
25-34,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,1,1,0,0,0,0,0,3
25-34,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,1,0,0,0,0,0,0,1
25-34,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,0,0,0,1,1,0,0,0,0,0,3
25-34,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,2,0,0,0,0,0,0,0,0,0,2
25-34,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,3,0,0,0,0,0,0,0,2,0,0,5
25-34,Basic education,Male,Estonian,Tartu linn,Tartu linn,0,2,0,1,0,0,0,0,0,0,0,3
25-34,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,1,0,0,0,0,0,0,1
25-34,Basic education,Male,Other,Tartu linn,Tartu linn,0,0,0,0,0,0,0,0,0,1,0,1
25-34,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,1,0,1,0,1,1,0,0,2,0,1,7
25-34,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,0,0,1,0,3,1,2,7
25-34,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,4,1,0,1,3,0,0,4,0,3,16
25-34,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,2,6,4,0,2,2,0,0,5,0,4,25
25-34,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,1,0,0,0,0,0,0,0,0,0,1
25-34,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,1,0,0,0,0,0,1,0,0,2
25-34,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,1,0,0,0,0,0,0,0,1,2
25-34,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,2,1,0,0,0,0,0,2,0,1,6
25-34,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,0,0,0,0,1,0,1,2
25-34,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,1,2,0,0,0,0,0,4,1,1,9
25-34,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,4,2,0,0,1,0,0,6,2,4,19
25-34,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,1,3,0,2,1,0,0,1,1,0,10
25-34,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,0,0,0,0,0,0,1,0,0,1
25-34,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,3,0,1,0,0,0,0,5,1,2,12
25-34,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,0,1,0,0,0,0,0,0,0,0,1,2
25-34,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,1,0,0,0,1,0,0,3,0,0,5
25-34,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,3,1,1,1,0,0,4,0,0,10
25-34,Higher education,Female,Estonian,Tartu linn,Tartu linn,0,2,0,0,1,2,0,0,4,1,2,12
25-34,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,0,0,0,0,0,1,0,0,1
25-34,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,3,0,0,1,0,0,4
25-34,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,1,0,0,0,1,1,0,0,0,0,3
25-34,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,2,0,0,0,0,0,0,0,0,2
25-34,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,0,2,0,1,1,0,0,1,0,0,5
25-34,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,1,1,0,1,1,0,0,0,1,0,5
25-34,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,0,0,0,0,0,0,0,1
25-34,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,0,3,0,11,5,0,0,2,0,1,23
25-34,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,1,0,0,0,0,0,0,0,1,2
25-34,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,2,1,0,1,0,0,0,0,0,0,4
25-34,Higher education,Female,Other,Tartu linn,Tartu linn,0,1,0,0,1,2,0,0,0,0,0,4
25-34,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,1,0,0,2,0,0,0,0,3,0,0,6
25-34,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,2,0,1,2,0,0,0,3,1,0,9
25-34,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,3,2,0,0,0,0,0,6,0,3,14
25-34,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1,1,3,0,1,0,0,0,7,0,2,15
25-34,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,0,0,0,1,0,0,0,0,1,2
25-34,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,1,0,0,0,0,0,1
25-34,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,0,0,0,0,1,0,1
25-34,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,0,1,0,1,1,1,0,0,1,1,0,6
25-34,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,2,0,0,0,0,1,0,0,3
